ប្ដឹងផ្ដល់	ប្ដឹង|ផ្ដល់	ប・្・ដ・ឹ・ង・ផ・្・ដ・ល・់
ផ្ដា	ផ្ដា	ផ・្・ដ・ា
ផ្ចុងផ្ដើម	ផ្ចុង|ផ្ដើម	ផ・្・ច・ុ・ង・ផ・្・ដ・ើ・ម
ផ្ដាំហើយផ្ដាំទៀត	ផ្ដាំ|ហើយ|ផ្ដាំ|ទៀត	ផ・្・ដ・ា・ំ・ហ・ើ・យ・ផ・្・ដ・ា・ំ・ទ・ៀ・ត
ផ្ដាំហើយផ្ដាំទៀត	ផ្ដាំ|ហើយ|ផ្ដាំ|ទៀត	ផ・្・ដ・ា・ំ・ហ・ើ・យ・ផ・្・ដ・ា・ំ・ទ・ៀ・ត
ផ្ដាសា	ផ្ដាសា	ផ・្・ដ・ា・ស・ា
ផ្ដល់	ផ្ដល់	ផ・្・ដ・ល・់
វាយផ្ដាច់	វាយ|ផ្ដាច់	វ・ា・យ・ផ・្・ដ・ា・ច・់
ផ្ដួល	ផ្ដួល	ផ・្・ដ・ួ・ល
ផ្ដោតអារម្មណ៍	ផ្ដោត|អារម្មណ៍	ផ・្・ដ・ោ・ត・អ・ា・រ・ម・្・ម・ណ・៍
ផ្ដៅ	ផ្ដៅ	ផ・្・ដ・ៅ
ផ្ដល់ដំបូន្មាន	ផ្ដល់|ដំបូន្មាន	ផ・្・ដ・ល・់・ដ・ំ・ប・ូ・ន・្・ម・ា・ន
ផ្ដល់ឲ្យ	ផ្ដល់|ឲ្យ	ផ・្・ដ・ល・់・ឲ・្・យ
ប្រទេចផ្ដាសា	ប្រទេច|ផ្ដាសា	ប・្・រ・ទ・េ・ច・ផ・្・ដ・ា・ស・ា
ផ្ដែរ	ផ្ដែរ	ផ・្・ដ・ែ・រ
ផ្ដាច់*	ផ្ដាច់*	ផ・្・ដ・ា・ច・់・*
